Date,發行量加權股價報酬指數
1995/9/26,"7,889.60"
1995/9/27,"7,940.49"
1995/9/28,"7,870.61"
1995/9/29,"7,868.25"
1995/10/2,"7,957.37"
1995/10/3,"7,952.72"
1995/10/4,"7,859.47"
1995/10/5,"7,999.33"
1995/10/11,"8,010.10"
1995/10/12,"7,984.85"
1995/10/13,"8,081.13"
1995/10/14,"8,090.34"
1995/10/16,"8,175.60"
1995/10/17,"8,088.39"
1995/10/18,"8,022.62"
1995/10/19,"7,997.75"
1995/10/20,"8,047.53"
1995/10/23,"8,048.59"
1995/10/24,"8,113.94"
1995/10/25,"8,071.04"
1995/10/26,"8,095.06"
1995/10/27,"8,101.81"
1995/10/30,"7,997.15"
1995/10/31,"8,027.01"
1995/11/1,"8,018.63"
1995/11/2,"8,091.96"
1995/11/3,"8,187.43"
1995/11/6,"8,140.36"
1995/11/7,"8,213.77"
1995/11/8,"8,206.55"
1995/11/9,"8,175.45"
1995/11/10,"8,201.82"
1995/11/13,"8,158.22"
1995/11/14,"8,235.93"
1995/11/15,"8,273.45"
1995/11/16,"8,297.03"
1995/11/17,"8,299.38"
1995/11/20,"8,301.60"
1995/11/21,"8,356.72"
1995/11/22,"8,401.40"
1995/11/23,"8,442.46"
1995/11/24,"8,491.24"
1995/11/27,"8,572.17"
1995/11/28,"8,511.34"
1995/11/29,"8,544.78"
1995/11/30,"8,651.70"
1995/12/1,"8,704.13"
1995/12/4,"8,742.35"
1995/12/5,"8,699.93"
1995/12/6,"8,795.31"
1995/12/7,"8,787.52"
1995/12/8,"8,730.11"
1995/12/11,"8,702.47"
1995/12/12,"8,526.92"
1995/12/13,"8,517.51"
1995/12/14,"8,551.93"
1995/12/15,"8,618.71"
1995/12/18,"8,716.80"
1995/12/19,"8,687.38"
1995/12/20,"8,743.93"
1995/12/21,"8,712.60"
1995/12/22,"8,748.65"
1995/12/25,"8,742.17"
1995/12/26,"8,834.52"
1995/12/27,"8,840.91"
1995/12/28,"8,840.63"
1995/12/29,"8,944.43"
1996/1/2,"9,055.41"
1996/1/3,"9,051.41"
1996/1/4,"9,071.09"
1996/1/5,"8,957.97"
1996/1/8,"8,844.95"
1996/1/9,"8,905.89"
1996/1/10,"8,801.28"
1996/1/11,"8,709.87"
1996/1/12,"8,873.54"
1996/1/15,"8,898.44"
1996/1/16,"8,908.25"
1996/1/17,"8,956.15"
1996/1/18,"9,026.12"
1996/1/19,"8,963.13"
1996/1/22,"8,965.86"
1996/1/23,"8,977.17"
1996/1/24,"9,072.26"
1996/1/25,"9,058.81"
1996/1/26,"8,941.68"
1996/1/29,"8,862.19"
1996/1/30,"8,848.61"
1996/1/31,"8,802.58"
1996/2/1,"8,804.75"
1996/2/2,"8,891.05"
1996/2/5,"8,898.00"
1996/2/6,"9,003.91"
1996/2/7,"8,974.54"
1996/2/8,"8,965.58"
1996/2/9,"8,985.36"
1996/2/12,"8,890.29"
1996/2/13,"8,845.09"
1996/2/14,"8,928.11"
1996/2/26,"9,031.86"
1996/2/27,"9,033.88"
1996/3/1,"8,778.60"
1996/3/2,"8,769.56"
1996/3/3,"8,723.13"
1996/3/5,"8,396.63"
1996/3/6,"8,518.38"
1996/3/7,"8,552.49"
1996/3/8,"8,658.79"
1996/3/9,"8,652.30"
1996/3/12,"8,721.98"
1996/3/13,"8,784.69"
1996/3/14,"8,654.67"
1996/3/15,"8,798.36"
1996/3/16,"8,825.62"
1996/3/19,"8,845.81"
1996/3/20,"8,844.37"
1996/3/21,"8,868.18"
1996/3/22,"8,944.37"
1996/3/23,"8,985.12"
1996/3/26,"9,006.27"
1996/3/27,"8,968.94"
1996/3/28,"8,903.75"
1996/3/29,"8,972.56"
1996/3/30,"9,013.81"
1996/4/2,"9,014.47"
1996/4/3,"9,069.26"
1996/4/4,"9,151.23"
1996/4/9,"9,210.61"
1996/4/10,"9,201.28"
1996/4/11,"9,242.50"
1996/4/12,"9,231.93"
1996/4/13,"9,148.59"
1996/4/14,"9,197.54"
1996/4/16,"9,195.73"
1996/4/17,"9,099.41"
1996/4/18,"9,149.74"
1996/4/19,"9,018.63"
1996/4/20,"9,080.41"
1996/4/23,"9,157.91"
1996/4/24,"9,197.41"
1996/4/25,"9,128.41"
1996/4/26,"9,146.00"
1996/4/27,"9,088.13"
1996/4/30,"9,003.53"
1996/5/2,"9,035.11"
1996/5/3,"9,062.11"
1996/5/4,"9,221.48"
1996/5/7,"9,277.74"
1996/5/8,"9,255.53"
1996/5/9,"9,206.20"
1996/5/10,"9,256.69"
1996/5/11,"9,182.01"
1996/5/14,"9,180.90"
1996/5/15,"9,117.41"
1996/5/16,"9,132.89"
1996/5/17,"9,189.35"
1996/5/18,"9,185.19"
1996/5/21,"9,308.04"
1996/5/22,"9,362.28"
1996/5/23,"9,400.20"
1996/5/24,"9,394.05"
1996/5/25,"9,329.52"
1996/5/28,"9,325.92"
1996/5/29,"9,354.12"
1996/5/30,"9,315.08"
1996/5/31,"9,312.34"
1996/6/1,"9,432.33"
1996/6/4,"9,483.66"
1996/6/5,"9,494.18"
1996/6/6,"9,506.41"
1996/6/7,"9,552.80"
1996/6/8,"9,526.19"
1996/6/11,"9,570.09"
1996/6/12,"9,606.10"
1996/6/13,"9,578.70"
1996/6/14,"9,698.44"
1996/6/15,"9,839.88"
1996/6/20,"10,068.45"
1996/6/21,"10,178.96"
1996/6/22,"10,172.70"
1996/6/23,"10,134.22"
1996/6/25,"10,279.43"
1996/6/26,"10,194.98"
1996/6/27,"10,183.42"
1996/6/28,"10,239.63"
1996/6/29,"10,228.66"
1996/7/2,"10,296.83"
1996/7/3,"10,376.97"
1996/7/4,"10,462.04"
1996/7/5,"10,562.59"
1996/7/6,"10,609.09"
1996/7/9,"10,819.44"
1996/7/10,"10,844.28"
1996/7/11,"10,758.76"
1996/7/12,"10,842.35"
1996/7/13,"10,977.98"
1996/7/16,"10,921.03"
1996/7/17,"11,034.05"
1996/7/18,"11,013.77"
1996/7/19,"11,012.99"
1996/7/20,"11,147.16"
1996/7/23,"11,189.64"
1996/7/24,"11,340.50"
1996/7/25,"11,345.06"
1996/7/26,"11,178.50"
1996/7/27,"10,711.87"
1996/7/30,"10,615.37"
1996/7/31,"10,873.30"
1996/8/1,"10,414.62"
1996/8/2,"10,501.24"
1996/8/3,"10,627.94"
1996/8/6,"10,492.07"
1996/8/7,"10,401.06"
1996/8/8,"10,685.63"
1996/8/9,"10,791.39"
1996/8/10,"10,501.58"
1996/8/13,"10,511.62"
1996/8/14,"10,491.77"
1996/8/15,"10,119.26"
1996/8/16,"9,663.04"
1996/8/17,"9,534.77"
1996/8/20,"10,039.73"
1996/8/21,"9,999.32"
1996/8/22,"10,017.56"
1996/8/23,"10,305.38"
1996/8/24,"10,255.01"
1996/8/27,"10,296.28"
1996/8/28,"10,308.17"
1996/8/29,"10,208.93"
1996/8/30,"10,361.70"
1996/8/31,"10,610.91"
1996/9/3,"10,609.35"
1996/9/4,"10,545.41"
1996/9/5,"10,534.90"
1996/9/6,"10,657.26"
1996/9/7,"10,659.47"
1996/9/10,"10,565.99"
1996/9/11,"10,644.35"
1996/9/12,"10,662.18"
1996/9/13,"10,555.41"
1996/9/14,"10,678.64"
1996/9/17,"10,523.01"
1996/9/19,"10,554.40"
1996/9/20,"10,621.84"
1996/9/21,"10,768.53"
1996/9/26,"10,948.52"
1996/9/27,"11,133.24"
1996/9/28,"11,131.63"
1996/9/29,"11,208.00"
1996/10/1,"11,222.16"
1996/10/2,"11,381.85"
1996/10/3,"11,472.82"
1996/10/4,"11,386.85"
1996/10/5,"11,374.87"
1996/10/8,"11,493.26"
1996/10/9,"11,401.78"
1996/10/11,"11,470.21"
1996/10/12,"11,232.23"
1996/10/15,"11,258.51"
1996/10/16,"11,346.06"
1996/10/17,"11,310.33"
1996/10/18,"11,398.93"
1996/10/19,"11,368.95"
1996/10/22,"11,071.95"
1996/10/23,"11,239.63"
1996/10/24,"11,168.93"
1996/10/25,"11,317.84"
1996/10/26,"11,392.65"
1996/10/29,"11,603.63"
1996/10/30,"11,542.18"
1996/10/31,"11,487.10"
1996/11/1,"11,353.28"
1996/11/2,"10,968.69"
1996/11/5,"11,010.69"
1996/11/6,"10,992.00"
1996/11/7,"11,000.78"
1996/11/8,"10,571.83"
1996/11/9,"10,611.26"
1996/11/12,"10,256.04"
1996/11/13,"10,322.99"
1996/11/14,"10,578.16"
1996/11/15,"10,533.78"
1996/11/16,"10,367.47"
1996/11/19,"10,267.99"
1996/11/20,"10,268.16"
1996/11/21,"10,035.44"
1996/11/22,"10,053.64"
1996/11/23,"9,867.72"
1996/11/26,"10,087.90"
1996/11/27,"9,907.42"
1996/11/28,"9,789.73"
1996/11/29,"9,991.73"
1996/11/30,"10,156.58"
1996/12/3,"10,153.55"
1996/12/4,"10,233.69"
1996/12/5,"10,264.05"
1996/12/6,"10,284.71"
1996/12/7,"10,317.80"
1996/12/10,"10,170.69"
1996/12/11,"10,218.37"
1996/12/12,"10,043.90"
1996/12/13,"9,685.62"
1996/12/14,"9,602.96"
1996/12/17,"9,263.19"
1996/12/18,"9,235.44"
1996/12/19,"9,480.21"
1996/12/20,"9,294.22"
1996/12/21,"9,394.01"
1996/12/24,"9,623.54"
1996/12/25,"9,660.91"
1996/12/26,"9,648.28"
1996/12/27,"9,834.39"
1996/12/28,"9,932.84"
1996/12/31,"10,062.16"
1997/1/2,"9,845.42"
1997/1/3,"9,681.17"
1997/1/4,"9,724.82"
1997/1/7,"9,325.32"
1997/1/8,"9,419.41"
1997/1/9,"9,563.90"
1997/1/10,"9,531.03"
1997/1/11,"9,497.95"
1997/1/14,"9,668.41"
1997/1/15,"9,970.57"
1997/1/16,"9,675.66"
1997/1/17,"9,583.50"
1997/1/18,"9,681.71"
1997/1/21,"9,593.64"
1997/1/22,"8,968.78"
1997/1/23,"8,763.48"
1997/1/24,"8,892.00"
1997/1/25,"9,155.24"
1997/1/28,"8,855.02"
1997/1/29,"8,962.22"
1997/1/30,"8,923.28"
1997/1/31,"8,896.82"
1997/2/1,"9,077.64"
1997/2/12,"8,934.87"
1997/2/13,"8,931.62"
1997/2/14,"9,303.92"
1997/2/15,"9,317.04"
1997/2/18,"9,334.23"
1997/2/19,"9,492.16"
1997/2/20,"9,338.45"
1997/2/21,"9,564.93"
1997/2/22,"9,591.87"
1997/2/25,"9,801.96"
1997/2/26,"9,827.23"
1997/2/27,"10,009.88"
97/02/29,"9,951.54"
1997/3/3,"9,774.24"
1997/3/4,"10,019.38"
1997/3/5,"10,035.75"
1997/3/6,"10,242.39"
1997/3/7,"10,091.86"
1997/3/10,"9,817.41"
1997/3/11,"9,914.68"
1997/3/12,"9,978.20"
1997/3/13,"9,712.86"
1997/3/14,"9,654.20"
1997/3/17,"9,469.74"
1997/3/18,"9,531.68"
1997/3/19,"9,675.44"
1997/3/20,"9,862.66"
1997/3/21,"10,084.30"
1997/3/24,"10,486.91"
1997/3/25,"10,403.80"
1997/3/26,"10,371.78"
1997/3/27,"10,180.07"
1997/3/28,"10,200.80"
1997/3/31,"10,140.60"
1997/4/1,"9,959.77"
1997/4/2,"10,179.32"
1997/4/3,"10,168.70"
1997/4/7,"10,326.56"
1997/4/8,"10,259.20"
1997/4/9,"10,253.39"
1997/4/10,"10,444.39"
1997/4/11,"10,539.23"
1997/4/14,"10,519.24"
1997/4/15,"10,557.21"
1997/4/16,"10,724.32"
1997/4/17,"10,753.16"
1997/4/18,"10,734.14"
1997/4/21,"10,744.76"
1997/4/22,"10,690.26"
1997/4/23,"10,656.23"
1997/4/24,"10,634.76"
1997/4/25,"10,584.48"
1997/4/28,"10,740.35"
1997/4/29,"10,518.13"
1997/4/30,"10,551.47"
1997/5/2,"10,603.17"
1997/5/5,"10,453.46"
1997/5/6,"10,477.48"
1997/5/7,"10,559.06"
1997/5/8,"10,488.41"
1997/5/9,"10,400.61"
1997/5/12,"10,445.15"
1997/5/13,"10,633.81"
1997/5/14,"10,667.99"
1997/5/15,"10,832.12"
1997/5/16,"10,879.71"
1997/5/19,"10,995.39"
1997/5/20,"10,727.91"
1997/5/21,"10,664.84"
1997/5/22,"10,655.92"
1997/5/23,"10,450.96"
1997/5/26,"10,300.85"
1997/5/27,"10,384.32"
1997/5/28,"10,251.05"
1997/5/29,"10,273.75"
1997/5/30,"10,195.86"
1997/6/2,"10,320.53"
1997/6/3,"10,148.96"
1997/6/4,"10,206.18"
1997/6/5,"10,337.09"
1997/6/6,"10,345.23"
1997/6/9,"10,159.05"
1997/6/10,"9,901.21"
1997/6/11,"9,873.22"
1997/6/12,"9,538.54"
1997/6/13,"9,589.79"
1997/6/16,"9,665.74"
1997/6/17,"9,703.74"
1997/6/18,"9,751.49"
1997/6/19,"9,550.14"
1997/6/20,"9,377.82"
1997/6/23,"9,347.43"
1997/6/24,"9,183.22"
1997/6/25,"9,341.25"
1997/6/26,"9,290.20"
1997/6/27,"8,977.50"
1997/6/30,"8,947.68"
1997/7/1,"8,815.70"
1997/7/2,"8,786.49"
1997/7/3,"8,843.71"
1997/7/4,"8,647.72"
1997/7/7,"8,784.09"
1997/7/8,"8,457.04"
1997/7/9,"8,456.96"
1997/7/10,"8,497.62"
1997/7/11,"8,703.19"
1997/7/14,"8,607.81"
1997/7/15,"8,234.10"
1997/7/16,"8,133.16"
1997/7/17,"8,462.26"
1997/7/18,"8,270.43"
1997/7/21,"8,601.31"
1997/7/22,"8,585.46"
1997/7/23,"8,884.67"
1997/7/24,"8,988.56"
1997/7/25,"8,830.33"
1997/7/29,"8,575.77"
1997/7/30,"8,648.44"
1997/7/31,"8,604.98"
1997/8/1,"8,580.11"
1997/8/4,"8,550.44"
1997/8/5,"8,354.34"
1997/8/6,"8,626.51"
1997/8/7,"8,629.74"
1997/8/8,"8,867.23"
1997/8/11,"9,012.30"
1997/8/12,"8,986.13"
1997/8/13,"8,993.53"
1997/8/14,"9,042.60"
1997/8/15,"8,884.94"
1997/8/18,"8,643.91"
1997/8/19,"8,620.35"
1997/8/20,"8,698.68"
1997/8/21,"8,555.09"
1997/8/22,"8,548.18"
1997/8/25,"8,703.07"
1997/8/26,"8,624.82"
1997/8/27,"8,769.15"
1997/8/28,"8,711.51"
1997/8/29,"8,733.88"
1997/9/1,"8,445.30"
1997/9/2,"8,305.89"
1997/9/3,"8,163.48"
1997/9/4,"7,954.26"
1997/9/5,"7,824.88"
1997/9/8,"8,261.01"
1997/9/9,"7,971.31"
1997/9/10,"8,012.68"
1997/9/11,"7,757.26"
1997/9/12,"7,830.33"
1997/9/15,"7,510.76"
1997/9/16,"7,154.17"
1997/9/17,"7,209.74"
1997/9/18,"7,013.18"
1997/9/19,"7,421.54"
1997/9/22,"7,596.37"
1997/9/23,"7,685.43"
1997/9/24,"7,624.09"
1997/9/25,"7,534.86"
1997/9/26,"7,371.75"
1997/9/30,"7,110.57"
1997/10/1,"7,166.19"
1997/10/2,"7,091.23"
1997/10/3,"7,139.36"
1997/10/6,"6,845.28"
1997/10/7,"6,869.06"
1997/10/8,"6,474.41"
1997/10/9,"6,380.29"
1997/10/13,"6,243.16"
1997/10/14,"6,580.37"
1997/10/15,"6,524.03"
1997/10/16,"6,312.41"
1997/10/17,"6,188.21"
1997/10/20,"6,152.58"
1997/10/21,"6,166.15"
1997/10/22,"6,066.19"
1997/10/23,"5,901.63"
1997/10/24,"5,713.39"
1997/10/27,"5,448.55"
1997/10/28,"5,489.85"
1997/10/29,"5,498.02"
1997/10/30,"5,843.77"
1997/10/31,"6,077.13"
1997/11/3,"6,232.33"
1997/11/4,"6,229.36"
1997/11/5,"6,211.42"
1997/11/6,"5,856.91"
1997/11/7,"5,917.06"
1997/11/10,"5,914.48"
1997/11/11,"5,787.60"
1997/11/12,"5,758.89"
1997/11/13,"5,537.13"
1997/11/14,"5,555.67"
1997/11/17,"5,539.59"
1997/11/18,"5,371.62"
1997/11/19,"5,345.31"
1997/11/20,"5,103.05"
1997/11/21,"5,204.32"
1997/11/24,"5,191.15"
1997/11/25,"5,323.34"
1997/11/26,"5,329.97"
1997/11/27,"5,556.99"
1997/11/28,"5,565.40"
1997/12/1,"5,637.69"
1997/12/2,"5,436.25"
1997/12/3,"5,374.21"
1997/12/4,"5,308.96"
1997/12/5,"5,271.67"
1997/12/8,"5,512.80"
1997/12/9,"5,580.58"
1997/12/10,"5,812.92"
1997/12/11,"5,808.81"
1997/12/12,"5,591.32"
1997/12/15,"5,756.59"
1997/12/16,"5,760.54"
1997/12/17,"5,799.38"
1997/12/18,"5,857.76"
1997/12/19,"5,857.41"
1997/12/22,"5,659.04"
1997/12/23,"5,497.24"
1997/12/24,"5,518.73"
1997/12/25,"5,506.70"
1997/12/26,"5,521.22"
1997/12/29,"5,510.09"
1997/12/30,"5,725.79"
1997/12/31,"5,728.51"
1998/1/5,"5,862.14"
1998/1/6,"5,898.25"
1998/1/7,"5,976.34"
1998/1/8,"5,659.35"
1998/1/9,"5,618.12"
1998/1/10,"5,574.18"
1998/1/12,"5,557.18"
1998/1/13,"5,655.08"
1998/1/14,"5,641.48"
1998/1/15,"5,391.07"
1998/1/16,"5,432.16"
1998/1/17,"5,447.63"
1998/1/19,"5,448.46"
1998/1/20,"5,293.55"
1998/1/21,"5,300.24"
1998/2/2,"5,315.22"
1998/2/3,"5,456.00"
1998/2/4,"5,477.42"
1998/2/5,"5,444.07"
1998/2/6,"5,578.83"
1998/2/9,"5,607.95"
1998/2/10,"5,647.26"
1998/2/11,"5,709.45"
1998/2/12,"5,572.80"
1998/2/13,"5,730.11"
1998/2/16,"5,728.56"
1998/2/17,"5,604.44"
1998/2/18,"5,612.66"
1998/2/19,"5,650.72"
1998/2/20,"5,536.01"
1998/2/23,"5,586.97"
1998/2/24,"5,527.58"
1998/2/25,"5,606.89"
1998/2/26,"5,637.86"
1998/2/27,"5,686.01"
1998/3/2,"5,522.15"
1998/3/3,"5,534.02"
1998/3/4,"5,666.37"
1998/3/5,"5,785.88"
1998/3/6,"5,806.38"
1998/3/9,"5,774.70"
1998/3/10,"5,828.09"
1998/3/11,"5,939.05"
1998/3/12,"5,932.43"
1998/3/13,"6,110.52"
1998/3/16,"6,202.77"
1998/3/17,"6,290.19"
1998/3/18,"6,297.87"
1998/3/19,"6,283.39"
1998/3/20,"6,190.66"
1998/3/23,"6,393.50"
1998/3/24,"6,540.72"
1998/3/25,"6,670.73"
1998/3/26,"6,720.86"
1998/3/27,"6,726.04"
1998/3/30,"6,495.64"
1998/3/31,"6,501.61"
1998/4/1,"6,630.90"
1998/4/2,"6,829.70"
1998/4/3,"6,899.38"
1998/4/6,"6,932.56"
1998/4/7,"6,958.30"
1998/4/8,"6,791.99"
1998/4/9,"7,071.77"
1998/4/10,"7,214.21"
1998/4/13,"7,308.64"
1998/4/14,"7,352.36"
1998/4/15,"7,330.54"
1998/4/16,"7,482.73"
1998/4/17,"7,181.05"
1998/4/20,"7,213.84"
1998/4/21,"7,338.30"
1998/4/22,"7,344.16"
1998/4/23,"7,330.60"
1998/4/24,"7,337.49"
1998/4/27,"7,118.26"
1998/4/28,"6,983.10"
1998/4/29,"7,004.73"
1998/4/30,"7,476.99"
1998/5/4,"7,898.50"
1998/5/5,"7,960.31"
1998/5/6,"8,193.35"
1998/5/7,"8,201.28"
1998/5/8,"8,215.01"
1998/5/11,"8,294.40"
1998/5/12,"8,026.19"
1998/5/13,"8,091.81"
1998/5/14,"7,940.87"
1998/5/15,"8,096.74"
1998/5/18,"8,207.44"
1998/5/19,"8,304.49"
1998/5/20,"8,364.42"
1998/5/21,"8,383.38"
1998/5/22,"8,406.43"
1998/5/25,"8,402.90"
1998/5/26,"8,338.83"
1998/5/27,"8,597.52"
1998/6/1,"8,676.96"
1998/6/2,"8,674.75"
1998/6/3,"8,604.92"
1998/6/4,"8,471.25"
1998/6/5,"8,447.60"
1998/6/6,"8,559.49"
1998/6/8,"8,274.45"
1998/6/9,"8,007.74"
1998/6/10,"8,067.52"
1998/6/11,"8,198.72"
1998/6/12,"8,049.99"
1998/6/15,"7,772.01"
1998/6/16,"7,766.32"
1998/6/17,"7,735.29"
1998/6/18,"7,671.14"
1998/6/19,"7,780.05"
1998/6/22,"7,917.47"
1998/6/23,"7,738.05"
1998/6/24,"7,966.06"
1998/6/25,"8,063.91"
1998/6/26,"8,071.86"
1998/6/29,"7,982.45"
1998/6/30,"8,034.47"
1998/7/1,"8,218.63"
1998/7/2,"8,329.80"
1998/7/3,"8,327.47"
1998/7/6,"8,317.28"
1998/7/7,"8,408.14"
1998/7/8,"8,355.19"
1998/7/9,"8,457.48"
1998/7/10,"8,485.33"
1998/7/13,"8,188.71"
1998/7/14,"8,329.52"
1998/7/15,"8,497.82"
1998/7/16,"8,557.91"
1998/7/17,"8,655.67"
1998/7/20,"8,774.34"
1998/7/21,"8,792.94"
1998/7/22,"8,833.50"
1998/7/23,"8,838.14"
1998/7/24,"8,836.98"
1998/7/27,"8,908.67"
1998/7/28,"9,057.63"
1998/7/29,"8,985.09"
1998/7/30,"8,923.30"
1998/7/31,"8,988.47"
1998/8/3,"8,991.43"
1998/8/4,"8,866.14"
1998/8/5,"8,730.76"
1998/8/6,"8,760.57"
1998/8/10,"8,781.89"
1998/8/11,"8,815.48"
1998/8/12,"8,808.84"
1998/8/13,"8,985.41"
1998/8/14,"9,030.25"
1998/8/17,"8,858.29"
1998/8/18,"8,687.22"
1998/8/19,"8,686.47"
1998/8/20,"8,616.63"
1998/8/21,"8,517.72"
1998/8/24,"8,756.29"
1998/8/25,"8,722.70"
1998/8/26,"8,612.07"
1998/8/27,"8,576.16"
1998/8/28,"8,728.95"
1998/8/31,"8,749.83"
1998/9/1,"8,998.62"
1998/9/2,"9,024.34"
1998/9/3,"9,108.77"
1998/9/4,"9,171.03"
1998/9/7,"9,262.75"
1998/9/8,"9,377.61"
1998/9/9,"9,297.04"
1998/9/10,"9,401.77"
1998/9/11,"9,408.57"
1998/9/14,"9,306.47"
1998/9/15,"9,421.38"
1998/9/16,"9,542.13"
1998/9/17,"9,589.65"
1998/9/18,"9,652.82"
1998/9/21,"9,622.49"
1998/9/22,"9,580.23"
1998/9/23,"9,461.88"
1998/9/24,"9,394.67"
1998/9/25,"9,421.60"
1998/9/28,"9,343.86"
1998/9/29,"9,530.34"
1998/9/30,"9,631.91"
1998/10/1,"9,678.24"
1998/10/2,"9,507.11"
1998/10/5,"9,540.60"
1998/10/6,"9,666.39"
1998/10/7,"9,759.64"
1998/10/8,"9,624.50"
1998/10/9,"9,712.55"
1998/10/12,"9,748.37"
1998/10/13,"9,744.17"
1998/10/14,"9,871.34"
1998/10/15,"9,890.13"
1998/10/16,"9,896.17"
1998/10/19,"9,942.63"
1998/10/20,"9,945.44"
1998/10/21,"9,878.72"
1998/10/22,"9,758.70"
1998/10/23,"9,811.74"
1998/10/26,"9,836.29"
1998/10/27,"9,822.11"
1998/10/28,"9,663.83"
1998/10/29,"9,435.17"
1998/10/30,"9,415.16"
1998/11/2,"9,408.87"
1998/11/3,"9,393.15"
1998/11/4,"9,578.00"
1998/11/5,"9,514.40"
1998/11/6,"9,572.89"
1998/11/9,"9,667.36"
1998/11/10,"9,740.20"
1998/11/11,"9,835.86"
1998/11/12,"9,839.54"
1998/11/13,"9,832.73"
1998/11/16,"9,995.70"
1998/11/17,"9,919.43"
1998/11/18,"9,962.37"
1998/11/19,"9,953.78"
1998/11/20,"9,854.99"
1998/11/23,"9,860.35"
1998/11/24,"9,895.51"
1998/11/25,"9,949.06"
1998/11/26,"9,927.07"
1998/11/27,"9,608.63"
1998/11/30,"9,725.74"
1998/12/1,"9,811.71"
1998/12/2,"9,848.12"
1998/12/3,"9,857.17"
1998/12/4,"9,813.86"
1998/12/7,"9,973.85"
1998/12/8,"9,964.97"
1998/12/9,"10,001.80"
1998/12/10,"9,848.50"
1998/12/11,"9,998.78"
1998/12/14,"10,029.64"
1998/12/15,"10,014.88"
1998/12/16,"9,943.02"
1998/12/17,"9,930.92"
1998/12/18,"9,945.63"
1998/12/21,"9,988.78"
1998/12/22,"10,076.93"
1998/12/23,"10,135.29"
1998/12/24,"10,214.87"
1998/12/25,"10,226.49"
1998/12/28,"10,335.39"
1998/12/29,"10,330.69"
1998/12/30,"10,405.67"
1998/12/31,"10,502.93"
1999/1/4,"10,528.26"
1999/1/5,"10,532.82"
1999/1/6,"10,681.89"
1999/1/7,"10,566.19"
1999/1/8,"10,621.96"
1999/1/11,"10,677.01"
1999/1/12,"10,658.48"
1999/1/13,"10,513.77"
1999/1/14,"10,633.60"
1999/1/15,"10,719.43"
1999/1/18,"10,694.97"
1999/1/19,"10,581.04"
1999/1/20,"10,545.03"
1999/1/21,"10,425.66"
1999/1/22,"10,168.41"
1999/1/25,"10,098.72"
1999/1/26,"9,747.03"
1999/1/27,"9,697.30"
1999/1/28,"9,869.89"
1999/1/29,"9,800.44"
1999/2/1,"9,651.94"
1999/2/2,"9,530.00"
1999/2/3,"9,681.84"
1999/2/4,"9,674.22"
1999/2/5,"9,258.35"
1999/2/6,"9,251.99"
1999/2/8,"9,255.85"
1999/2/9,"9,442.05"
1999/2/10,"9,545.69"
1999/2/22,"9,697.31"
1999/2/23,"9,745.29"
1999/2/24,"9,658.35"
1999/2/25,"9,526.61"
1999/2/26,"9,538.32"
1999/3/1,"9,720.03"
1999/3/2,"9,745.51"
1999/3/3,"9,786.42"
1999/3/4,"9,709.83"
1999/3/5,"9,833.56"
1999/3/8,"9,956.71"
1999/3/9,"9,967.38"
1999/3/10,"9,978.27"
1999/3/11,"9,940.53"
1999/3/12,"9,938.82"
1999/3/15,"9,793.35"
1999/3/16,"9,871.23"
1999/3/17,"10,066.46"
1999/3/18,"10,115.85"
1999/3/19,"10,130.70"
1999/3/22,"10,051.25"
1999/3/23,"10,020.33"
1999/3/24,"10,034.24"
1999/3/25,"10,053.98"
1999/3/26,"10,103.69"
1999/3/29,"10,194.23"
1999/3/30,"10,213.19"
1999/3/31,"10,159.11"
1999/4/1,"10,278.44"
1999/4/2,"10,294.90"
1999/4/6,"10,376.64"
1999/4/7,"10,417.86"
1999/4/8,"10,335.53"
1999/4/9,"10,379.69"
1999/4/12,"10,412.68"
1999/4/13,"10,299.78"
1999/4/14,"10,386.24"
1999/4/15,"10,482.19"
1999/4/16,"10,404.75"
1999/4/19,"10,074.66"
1999/4/20,"10,133.91"
1999/4/21,"10,249.50"
1999/4/22,"10,234.32"
1999/4/23,"10,267.92"
1999/4/26,"10,464.50"
1999/4/27,"10,449.48"
1999/4/28,"10,366.25"
1999/4/29,"10,330.97"
1999/4/30,"10,267.10"
1999/5/3,"10,200.29"
1999/5/4,"10,173.04"
1999/5/5,"9,873.05"
1999/5/6,"9,722.42"
1999/5/7,"9,706.55"
1999/5/10,"9,831.78"
1999/5/11,"9,759.57"
1999/5/12,"9,752.21"
1999/5/13,"9,967.54"
1999/5/14,"9,969.55"
1999/5/17,"9,747.75"
1999/5/18,"9,730.53"
1999/5/19,"9,697.01"
1999/5/20,"9,524.17"
1999/5/21,"9,284.78"
1999/5/24,"9,393.84"
1999/5/25,"9,090.63"
1999/5/26,"9,194.52"
1999/5/27,"9,291.93"
1999/5/28,"9,358.84"
1999/5/31,"9,459.76"
1999/6/1,"9,351.15"
1999/6/2,"9,231.06"
1999/6/3,"9,442.18"
1999/6/4,"9,422.05"
1999/6/7,"9,183.05"
1999/6/8,"9,175.56"
1999/6/9,"9,072.71"
1999/6/10,"9,214.46"
1999/6/11,"9,365.50"
1999/6/14,"9,478.29"
1999/6/15,"9,563.84"
1999/6/17,"9,643.02"
1999/6/18,"9,614.06"
1999/6/21,"9,797.15"
1999/6/22,"9,767.78"
1999/6/23,"9,728.62"
1999/6/24,"9,739.19"
1999/6/25,"9,592.15"
1999/6/28,"9,625.88"
