Date,發行量加權股價報酬指數
1999/6/29,"9,528.60"
1999/6/30,"9,407.98"
1999/7/1,"9,312.52"
1999/7/2,"9,412.01"
1999/7/5,"9,562.28"
1999/7/6,"9,745.07"
1999/7/7,"9,746.88"
1999/7/8,"9,867.20"
1999/7/9,"9,918.32"
1999/7/12,"9,914.49"
1999/7/13,"9,872.73"
1999/7/14,"10,040.00"
1999/7/15,"10,044.24"
1999/7/16,"9,994.63"
1999/7/19,"9,985.49"
1999/7/20,"10,068.56"
1999/7/21,"10,056.14"
1999/7/22,"10,022.97"
1999/7/23,"10,149.24"
1999/7/26,"10,194.85"
1999/7/27,"10,145.86"
1999/7/28,"10,225.40"
1999/7/29,"10,253.48"
1999/7/30,"10,204.08"
1999/8/2,"10,403.74"
1999/8/3,"10,466.03"
1999/8/4,"10,491.17"
1999/8/5,"10,447.09"
1999/8/6,"10,484.02"
1999/8/9,"10,579.15"
1999/8/10,"10,511.27"
1999/8/11,"10,425.29"
1999/8/12,"10,371.68"
1999/8/13,"10,459.25"
1999/8/16,"10,525.19"
1999/8/17,"10,512.11"
1999/8/18,"10,503.26"
1999/8/19,"10,512.38"
1999/8/20,"10,511.27"
1999/8/23,"10,576.78"
1999/8/24,"10,534.41"
1999/8/25,"10,276.99"
1999/8/26,"10,215.22"
1999/8/27,"10,259.49"
1999/8/30,"10,283.78"
1999/8/31,"10,117.87"
1999/9/1,"10,186.90"
1999/9/2,"10,257.18"
1999/9/3,"10,402.70"
1999/9/6,"10,483.58"
1999/9/7,"10,474.89"
1999/9/8,"10,432.23"
1999/9/9,"10,411.70"
1999/9/10,"10,484.47"
1999/9/13,"10,752.83"
1999/9/14,"10,808.45"
1999/9/15,"10,851.23"
1999/9/16,"10,766.63"
1999/9/17,"10,844.54"
1999/9/20,"10,882.68"
1999/9/21,"10,895.23"
1999/9/23,"10,903.94"
1999/9/24,"10,856.19"
1999/9/27,"10,889.46"
1999/9/28,"10,886.89"
1999/9/29,"10,955.28"
1999/9/30,"10,951.40"
1999/10/1,"10,959.91"
1999/10/4,"10,962.45"
1999/10/5,"10,901.75"
1999/10/6,"11,012.88"
1999/10/7,"11,012.76"
1999/10/8,"10,959.95"
1999/10/11,"10,870.30"
1999/10/12,"10,755.26"
1999/10/13,"10,777.12"
1999/10/14,"10,921.74"
1999/10/15,"10,908.25"
1999/10/18,"10,715.90"
1999/10/19,"10,696.89"
1999/10/20,"10,801.10"
1999/10/21,"10,809.89"
1999/10/22,"10,858.85"
1999/10/25,"11,043.53"
1999/10/26,"11,091.72"
1999/10/27,"11,022.34"
1999/10/28,"11,106.11"
1999/10/29,"11,017.16"
1999/11/1,"11,140.36"
1999/11/2,"11,093.83"
1999/11/3,"11,026.22"
1999/11/4,"11,111.24"
1999/11/5,"11,232.86"
1999/11/8,"11,207.93"
1999/11/9,"11,227.94"
1999/11/10,"11,234.58"
1999/11/11,"11,216.40"
1999/11/12,"11,055.66"
1999/11/15,"10,955.42"
1999/11/16,"11,050.56"
1999/11/17,"10,975.22"
1999/11/18,"11,012.32"
1999/11/19,"11,042.47"
1999/11/22,"11,133.92"
1999/11/23,"11,072.40"
1999/11/24,"11,030.41"
1999/11/25,"11,100.80"
1999/11/26,"11,050.50"
1999/11/29,"11,123.65"
1999/11/30,"11,130.71"
1999/12/1,"11,326.96"
1999/12/2,"11,414.25"
1999/12/3,"11,465.10"
1999/12/6,"11,569.08"
1999/12/7,"11,572.12"
1999/12/8,"11,571.33"
1999/12/9,"11,637.87"
1999/12/10,"11,591.33"
1999/12/13,"11,614.93"
1999/12/14,"11,620.04"
1999/12/15,"11,641.68"
1999/12/16,"11,675.57"
1999/12/17,"11,723.03"
1999/12/20,"11,657.65"
1999/12/21,"11,736.18"
1999/12/22,"11,779.65"
1999/12/23,"11,830.68"
1999/12/24,"11,780.46"
1999/12/27,"11,821.96"
1999/12/28,"11,793.31"
1999/12/29,"11,787.44"
1999/12/30,"11,842.70"
1999/12/31,"11,928.56"
100/01/03,"11,998.76"
100/01/04,"11,961.39"
100/01/05,"11,760.80"
100/01/06,"11,809.86"
100/01/07,"11,676.27"
100/01/10,"11,723.00"
100/01/11,"11,873.88"
100/01/12,"11,918.59"
100/01/13,"11,932.66"
100/01/14,"11,928.57"
100/01/17,"11,865.54"
100/01/18,"11,949.17"
100/01/19,"12,079.49"
100/01/20,"11,994.60"
100/01/21,"11,904.48"
100/01/24,"11,895.72"
100/01/25,"11,953.67"
100/01/26,"12,039.03"
100/01/27,"12,101.17"
100/01/28,"12,158.36"
100/02/08,"12,113.31"
100/02/09,"11,974.19"
100/02/10,"11,747.84"
100/02/11,"11,446.44"
100/02/14,"11,546.97"
100/02/15,"11,595.44"
100/02/16,"11,583.51"
100/02/17,"11,544.86"
100/02/18,"11,757.51"
100/02/21,"11,751.37"
100/02/22,"11,531.28"
100/02/23,"11,338.87"
100/02/24,"11,355.76"
100/02/25,"11,432.87"
100/03/01,"11,602.92"
100/03/02,"11,459.79"
100/03/03,"11,617.29"
100/03/04,"11,678.49"
100/03/07,"11,584.61"
100/03/08,"11,629.77"
100/03/09,"11,632.78"
100/03/10,"11,490.37"
100/03/11,"11,390.55"
100/03/14,"11,327.01"
100/03/15,"10,947.79"
100/03/16,"11,067.18"
100/03/17,"11,011.49"
100/03/18,"11,160.47"
100/03/21,"11,257.46"
100/03/22,"11,311.09"
100/03/23,"11,360.33"
100/03/24,"11,401.96"
100/03/25,"11,447.16"
100/03/28,"11,370.94"
100/03/29,"11,428.78"
100/03/30,"11,494.91"
100/03/31,"11,544.08"
100/04/01,"11,573.11"
100/04/06,"11,768.34"
100/04/07,"11,834.47"
100/04/08,"11,824.92"
100/04/11,"11,805.94"
100/04/12,"11,609.61"
100/04/13,"11,672.90"
100/04/14,"11,702.86"
100/04/15,"11,590.38"
100/04/18,"11,585.53"
100/04/19,"11,484.59"
100/04/20,"11,716.88"
100/04/21,"11,908.82"
100/04/22,"11,924.48"
100/04/25,"11,899.65"
100/04/26,"11,896.18"
100/04/27,"12,030.60"
100/04/28,"12,019.33"
100/04/29,"11,975.59"
100/05/03,"11,893.73"
100/05/04,"11,895.41"
100/05/05,"11,990.15"
100/05/06,"11,935.14"
100/05/09,"12,012.59"
100/05/10,"11,996.87"
100/05/11,"11,993.05"
100/05/12,"12,010.70"
100/05/13,"11,974.71"
100/05/16,"11,848.53"
100/05/17,"11,811.82"
100/05/18,"11,892.58"
100/05/19,"11,824.22"
100/05/20,"11,749.96"
100/05/23,"11,630.94"
100/05/24,"11,643.03"
100/05/25,"11,603.89"
100/05/26,"11,685.40"
100/05/27,"11,714.12"
100/05/30,"11,732.31"
100/05/31,"11,951.92"
100/06/01,"12,049.66"
100/06/02,"11,955.27"
100/06/03,"12,028.58"
100/06/07,"12,043.09"
100/06/08,"11,977.18"
100/06/09,"11,968.42"
100/06/10,"11,751.72"
100/06/13,"11,585.68"
100/06/14,"11,740.34"
100/06/15,"11,743.52"
100/06/16,"11,508.13"
100/06/17,"11,483.76"
100/06/20,"11,343.58"
100/06/21,"11,433.40"
100/06/22,"11,464.55"
100/06/23,"11,393.46"
100/06/24,"11,347.93"
100/06/27,"11,305.47"
100/06/28,"11,283.35"
100/06/29,"11,450.46"
100/06/30,"11,564.95"
100/07/01,"11,683.47"
100/07/04,"11,731.97"
100/07/05,"11,747.71"
100/07/06,"11,826.05"
100/07/07,"11,783.98"
100/07/08,"11,766.38"
100/07/11,"11,679.79"
100/07/12,"11,448.79"
100/07/13,"11,471.46"
100/07/14,"11,474.61"
100/07/15,"11,605.92"
100/07/18,"11,577.77"
100/07/19,"11,572.02"
100/07/20,"11,834.74"
100/07/21,"11,879.28"
100/07/22,"11,953.92"
100/07/25,"11,844.59"
100/07/26,"12,013.23"
100/07/27,"12,047.51"
100/07/28,"11,988.72"
100/07/29,"11,834.17"
100/08/01,"11,921.36"
100/08/02,"11,767.72"
100/08/03,"11,593.85"
100/08/04,"11,417.88"
100/08/05,"10,782.61"
100/08/08,"10,375.53"
100/08/09,"10,301.62"
100/08/10,"10,642.85"
100/08/11,"10,624.11"
100/08/12,"10,514.95"
100/08/15,"10,767.10"
100/08/16,"10,740.17"
100/08/17,"10,668.37"
100/08/18,"10,495.74"
100/08/19,"10,121.42"
100/08/22,"10,080.22"
100/08/23,"10,415.20"
100/08/24,"10,357.02"
100/08/25,"10,236.98"
100/08/26,"10,284.41"
100/08/29,"10,468.10"
100/08/30,"10,562.33"
100/08/31,"10,694.67"
100/09/01,"10,719.39"
100/09/02,"10,718.52"
100/09/05,"10,434.69"
100/09/06,"10,180.16"
100/09/07,"10,404.13"
100/09/08,"10,431.00"
100/09/09,"10,518.89"
100/09/13,"10,216.62"
100/09/14,"9,991.89"
100/09/15,"10,210.99"
100/09/16,"10,476.29"
100/09/19,"10,343.44"
100/09/20,"10,360.48"
100/09/21,"10,420.43"
100/09/22,"10,103.80"
100/09/23,"9,745.20"
100/09/26,"9,511.64"
100/09/27,"9,806.29"
100/09/28,"9,885.40"
100/09/29,"9,934.74"
100/09/30,"9,993.91"
100/10/03,"9,701.96"
100/10/04,"9,748.86"
100/10/05,"9,667.69"
100/10/06,"9,865.28"
100/10/07,"9,975.99"
100/10/11,"10,234.32"
100/10/12,"10,211.71"
100/10/13,"10,275.31"
100/10/14,"10,178.14"
100/10/17,"10,320.69"
100/10/18,"10,180.09"
100/10/19,"10,172.13"
100/10/20,"10,021.28"
100/10/21,"10,035.38"
100/10/24,"10,333.88"
100/10/25,"10,363.31"
100/10/26,"10,425.01"
100/10/27,"10,465.68"
100/10/28,"10,536.03"
100/10/31,"10,497.17"
100/11/01,"10,544.64"
100/11/02,"10,512.05"
100/11/03,"10,320.95"
100/11/04,"10,518.66"
100/11/07,"10,544.25"
100/11/08,"10,515.29"
100/11/09,"10,461.44"
100/11/10,"10,111.17"
100/11/11,"10,192.26"
100/11/14,"10,411.44"
100/11/15,"10,363.60"
100/11/16,"10,220.35"
100/11/17,"10,220.75"
100/11/18,"10,007.66"
100/11/21,"9,743.22"
100/11/22,"9,684.27"
100/11/23,"9,416.44"
100/11/24,"9,496.62"
100/11/25,"9,386.12"
100/11/28,"9,544.20"
100/11/29,"9,668.53"
100/11/30,"9,551.58"
100/12/01,"9,931.44"
100/12/02,"9,878.85"
100/12/05,"9,819.92"
100/12/06,"9,623.74"
100/12/07,"9,729.89"
100/12/08,"9,660.57"
100/12/09,"9,536.62"
100/12/12,"9,613.73"
100/12/13,"9,540.78"
100/12/14,"9,577.10"
100/12/15,"9,358.55"
100/12/16,"9,386.90"
100/12/19,"9,176.95"
100/12/20,"9,217.51"
100/12/21,"9,637.85"
100/12/22,"9,637.67"
100/12/23,"9,837.42"
100/12/26,"9,812.31"
100/12/27,"9,801.87"
100/12/28,"9,762.63"
100/12/29,"9,787.73"
100/12/30,"9,783.94"
101/01/02,"9,618.11"
101/01/03,"9,758.08"
101/01/04,"9,799.01"
101/01/05,"9,865.26"
101/01/06,"9,850.95"
101/01/09,"9,812.95"
101/01/10,"9,931.69"
101/01/11,"9,944.61"
101/01/12,"9,942.35"
101/01/13,"9,935.38"
101/01/16,"9,827.58"
101/01/17,"9,990.08"
101/01/18,"10,007.53"
101/01/30,"10,247.87"
101/01/31,"10,399.58"
101/02/01,"10,444.04"
101/02/02,"10,586.89"
101/02/03,"10,618.05"
101/02/04,"10,709.71"
101/02/06,"10,636.02"
101/02/07,"10,662.94"
101/02/08,"10,887.72"
101/02/09,"10,944.26"
101/02/10,"10,877.14"
101/02/13,"10,947.20"
101/02/14,"10,907.32"
101/02/15,"11,074.94"
101/02/16,"10,887.42"
101/02/17,"10,921.54"
101/02/20,"11,005.19"
101/02/21,"10,959.09"
101/02/22,"11,070.02"
101/02/23,"10,980.94"
101/02/24,"11,011.44"
101/02/29,"11,235.69"
101/03/01,"11,231.40"
101/03/02,"11,266.96"
101/03/03,"11,226.02"
101/03/05,"11,074.25"
101/03/06,"10,981.87"
101/03/07,"10,933.60"
101/03/08,"11,046.33"
101/03/09,"11,089.84"
101/03/12,"10,967.46"
101/03/13,"11,111.29"
101/03/14,"11,240.98"
101/03/15,"11,235.94"
101/03/16,"11,143.70"
101/03/19,"11,128.45"
101/03/20,"11,029.93"
101/03/21,"11,042.70"
101/03/22,"11,150.61"
101/03/23,"11,173.68"
101/03/26,"11,022.89"
101/03/27,"11,108.44"
101/03/28,"11,120.36"
101/03/29,"10,891.53"
101/03/30,"10,975.00"
101/04/02,"10,878.02"
101/04/03,"10,736.83"
101/04/05,"10,569.40"
101/04/06,"10,661.32"
101/04/09,"10,515.51"
101/04/10,"10,570.58"
101/04/11,"10,592.70"
101/04/12,"10,601.36"
101/04/13,"10,774.78"
101/04/16,"10,693.96"
101/04/17,"10,494.76"
101/04/18,"10,521.22"
101/04/19,"10,545.70"
101/04/20,"10,385.85"
101/04/23,"10,349.80"
101/04/24,"10,374.36"
101/04/25,"10,463.36"
101/04/26,"10,405.50"
101/04/27,"10,348.98"
101/04/30,"10,378.34"
101/05/02,"10,620.57"
101/05/03,"10,596.66"
101/05/04,"10,653.97"
101/05/07,"10,429.23"
101/05/08,"10,439.79"
101/05/09,"10,342.94"
101/05/10,"10,354.81"
101/05/11,"10,240.47"
101/05/14,"10,206.99"
101/05/15,"10,232.54"
101/05/16,"10,009.69"
101/05/17,"10,178.84"
101/05/18,"9,894.40"
101/05/21,"9,951.18"
101/05/22,"10,065.55"
101/05/23,"9,889.64"
101/05/24,"9,858.26"
101/05/25,"9,784.57"
101/05/28,"9,873.63"
101/05/29,"10,160.00"
101/05/30,"10,048.63"
101/05/31,"10,103.56"
101/06/01,"9,833.16"
101/06/04,"9,541.15"
101/06/05,"9,687.62"
101/06/06,"9,764.71"
101/06/07,"9,798.14"
101/06/08,"9,686.52"
101/06/11,"9,853.39"
101/06/12,"9,786.85"
101/06/13,"9,810.23"
101/06/14,"9,791.23"
101/06/15,"9,902.95"
101/06/18,"10,076.87"
101/06/19,"10,065.31"
101/06/20,"10,150.52"
101/06/21,"10,074.23"
101/06/22,"9,995.55"
101/06/25,"9,918.82"
101/06/26,"9,879.48"
101/06/27,"9,942.81"
101/06/28,"9,930.23"
101/06/29,"10,106.39"
101/07/02,"10,175.26"
101/07/03,"10,281.59"
101/07/04,"10,351.39"
101/07/05,"10,325.78"
101/07/06,"10,300.17"
101/07/09,"10,247.64"
101/07/10,"10,167.78"
101/07/11,"10,190.23"
101/07/12,"10,021.66"
101/07/13,"9,987.44"
101/07/16,"9,979.59"
101/07/17,"10,063.85"
101/07/18,"9,957.71"
101/07/19,"10,107.93"
101/07/20,"10,134.82"
101/07/23,"9,943.69"
101/07/24,"9,920.62"
101/07/25,"9,889.50"
101/07/26,"9,891.39"
101/07/27,"10,113.39"
101/07/30,"10,163.39"
101/07/31,"10,325.98"
101/08/01,"10,334.54"
101/08/03,"10,269.69"
101/08/06,"10,371.21"
101/08/07,"10,391.98"
101/08/08,"10,440.47"
101/08/09,"10,621.32"
101/08/10,"10,642.70"
101/08/13,"10,636.28"
101/08/14,"10,699.41"
101/08/15,"10,688.72"
101/08/16,"10,726.08"
101/08/17,"10,694.42"
101/08/20,"10,645.59"
101/08/21,"10,757.33"
101/08/22,"10,748.86"
101/08/23,"10,762.54"
101/08/24,"10,723.04"
101/08/27,"10,709.69"
101/08/28,"10,557.40"
101/08/29,"10,599.82"
101/08/30,"10,573.97"
101/08/31,"10,610.76"
101/09/03,"10,687.97"
101/09/04,"10,689.18"
101/09/05,"10,569.05"
101/09/06,"10,511.03"
101/09/07,"10,651.93"
101/09/10,"10,735.56"
101/09/11,"10,739.09"
101/09/12,"10,862.38"
101/09/13,"10,875.06"
101/09/14,"11,103.70"
101/09/17,"11,138.60"
101/09/18,"11,098.77"
101/09/19,"11,167.47"
101/09/20,"11,089.47"
101/09/21,"11,128.32"
101/09/24,"11,148.02"
101/09/25,"11,099.07"
101/09/26,"11,006.52"
101/09/27,"11,026.90"
101/09/28,"11,072.13"
101/10/01,"11,015.53"
101/10/02,"11,077.18"
101/10/03,"11,028.31"
101/10/04,"11,025.05"
101/10/05,"11,036.98"
101/10/08,"10,929.68"
101/10/09,"10,895.41"
101/10/11,"10,694.08"
101/10/12,"10,673.01"
101/10/15,"10,646.98"
101/10/16,"10,721.77"
101/10/17,"10,712.28"
101/10/18,"10,713.72"
101/10/19,"10,632.42"
101/10/22,"10,581.16"
101/10/23,"10,530.14"
101/10/24,"10,497.71"
101/10/25,"10,422.29"
101/10/26,"10,238.55"
101/10/29,"10,177.72"
101/10/30,"10,308.28"
101/10/31,"10,284.53"
101/11/01,"10,304.03"
101/11/02,"10,348.28"
101/11/05,"10,312.24"
101/11/06,"10,385.89"
101/11/07,"10,458.37"
101/11/08,"10,394.44"
101/11/09,"10,467.05"
101/11/12,"10,430.49"
101/11/13,"10,241.47"
101/11/14,"10,275.50"
101/11/15,"10,252.65"
101/11/16,"10,232.89"
101/11/19,"10,231.42"
101/11/20,"10,255.43"
101/11/21,"10,173.22"
101/11/22,"10,198.00"
101/11/23,"10,514.10"
101/11/26,"10,630.87"
101/11/27,"10,663.63"
101/11/28,"10,670.42"
101/11/29,"10,768.91"
101/11/30,"10,878.87"
101/12/03,"10,907.20"
101/12/04,"10,908.74"
101/12/05,"10,977.72"
101/12/06,"10,940.71"
101/12/07,"10,967.98"
101/12/10,"10,920.95"
101/12/11,"10,926.97"
101/12/12,"11,036.76"
101/12/13,"11,132.77"
101/12/14,"11,049.08"
101/12/17,"10,952.21"
101/12/18,"10,970.09"
101/12/19,"11,018.51"
101/12/20,"10,900.81"
101/12/21,"10,792.40"
101/12/22,"10,821.42"
101/12/24,"10,814.78"
101/12/25,"10,959.81"
101/12/26,"10,956.40"
101/12/27,"10,976.81"
101/12/28,"11,050.13"
102/01/02,"11,164.55"
102/01/03,"11,247.23"
102/01/04,"11,202.96"
102/01/07,"11,129.91"
102/01/08,"11,081.93"
102/01/09,"11,106.29"
102/01/10,"11,211.06"
102/01/11,"11,221.85"
102/01/14,"11,228.76"
102/01/15,"11,144.16"
102/01/16,"11,051.45"
102/01/17,"10,931.21"
102/01/18,"11,098.01"
102/01/21,"11,086.61"
102/01/22,"11,135.66"
102/01/23,"11,114.25"
102/01/24,"11,045.09"
102/01/25,"11,011.49"
102/01/28,"11,071.89"
102/01/29,"11,197.23"
102/01/30,"11,241.70"
102/01/31,"11,266.15"
102/02/01,"11,274.68"
102/02/04,"11,371.12"
102/02/05,"11,319.14"
102/02/06,"11,347.42"
102/02/18,"11,400.36"
102/02/19,"11,425.25"
102/02/20,"11,523.15"
102/02/21,"11,420.34"
102/02/22,"11,406.37"
102/02/23,"11,462.59"
102/02/25,"11,406.31"
102/02/26,"11,310.47"
102/02/27,"11,334.98"
102/03/01,"11,430.63"
102/03/04,"11,291.00"
102/03/05,"11,384.83"
102/03/06,"11,410.07"
102/03/07,"11,424.72"
102/03/08,"11,503.12"
102/03/11,"11,536.97"
102/03/12,"11,473.80"
102/03/13,"11,474.95"
102/03/14,"11,412.16"
102/03/15,"11,377.33"
102/03/18,"11,210.64"
102/03/19,"11,249.58"
102/03/20,"11,191.54"
102/03/21,"11,211.36"
102/03/22,"11,188.93"
102/03/25,"11,274.91"
102/03/26,"11,275.25"
102/03/27,"11,329.44"
102/03/28,"11,290.34"
102/03/29,"11,364.58"
102/04/01,"11,336.79"
102/04/02,"11,356.80"
102/04/03,"11,398.66"
102/04/08,"11,126.60"
102/04/09,"11,091.81"
102/04/10,"11,126.62"
102/04/11,"11,277.58"
102/04/12,"11,225.41"
102/04/15,"11,142.03"
102/04/16,"11,195.86"
102/04/17,"11,207.38"
102/04/18,"11,181.95"
102/04/19,"11,382.08"
102/04/22,"11,438.89"
102/04/23,"11,399.27"
102/04/24,"11,515.90"
102/04/25,"11,513.10"
102/04/26,"11,513.53"
102/04/29,"11,524.56"
102/04/30,"11,616.30"
102/05/02,"11,666.32"
102/05/03,"11,675.68"
102/05/06,"11,724.50"
102/05/07,"11,715.91"
102/05/08,"11,865.22"
102/05/09,"11,892.37"
102/05/10,"11,884.30"
102/05/13,"11,838.45"
102/05/14,"11,843.48"
102/05/15,"11,939.31"
102/05/16,"12,041.87"
102/05/17,"12,010.50"
102/05/20,"12,023.21"
102/05/21,"12,032.34"
102/05/22,"12,055.18"
102/05/23,"11,824.07"
102/05/24,"11,783.80"
102/05/27,"11,884.74"
102/05/28,"11,860.28"
102/05/29,"11,967.71"
102/05/30,"11,831.90"
102/05/31,"11,848.42"
102/06/03,"11,771.23"
102/06/04,"11,757.16"
102/06/05,"11,743.81"
102/06/06,"11,621.10"
102/06/07,"11,620.04"
102/06/10,"11,714.40"
102/06/11,"11,650.66"
102/06/13,"11,414.80"
102/06/14,"11,394.82"
102/06/17,"11,473.99"
102/06/18,"11,500.01"
102/06/19,"11,495.91"
102/06/20,"11,340.17"
102/06/21,"11,188.72"
102/06/24,"11,138.18"
102/06/25,"11,002.22"
102/06/26,"11,178.22"
102/06/27,"11,324.96"
102/06/28,"11,584.02"
102/07/01,"11,553.25"
102/07/02,"11,528.11"
102/07/03,"11,420.25"
102/07/04,"11,403.28"
102/07/05,"11,560.42"
102/07/08,"11,412.61"
102/07/09,"11,537.69"
102/07/10,"11,600.46"
102/07/11,"11,847.44"
102/07/12,"11,910.74"
102/07/15,"11,969.03"
102/07/16,"11,989.52"
102/07/17,"12,024.74"
102/07/18,"11,938.79"
102/07/19,"11,749.86"
102/07/22,"11,819.23"
102/07/23,"11,985.11"
102/07/24,"11,967.14"
102/07/25,"11,933.73"
102/07/26,"11,918.21"
102/07/29,"11,825.66"
102/07/30,"11,947.97"
102/07/31,"11,870.23"
102/08/01,"11,808.60"
102/08/02,"11,878.07"
102/08/05,"11,935.81"
102/08/06,"11,790.87"
102/08/07,"11,626.71"
102/08/08,"11,623.86"
102/08/09,"11,549.23"
102/08/12,"11,619.71"
102/08/13,"11,749.10"
102/08/14,"11,702.13"
102/08/15,"11,616.32"
102/08/16,"11,671.98"
102/08/19,"11,637.31"
102/08/20,"11,538.15"
102/08/22,"11,512.56"
102/08/23,"11,601.81"
102/08/26,"11,635.47"
102/08/27,"11,530.40"
102/08/28,"11,537.06"
102/08/29,"11,681.90"
102/08/30,"11,837.00"
102/09/02,"11,862.52"
102/09/03,"11,935.94"
102/09/04,"11,928.92"
102/09/05,"12,055.65"
102/09/06,"12,048.46"
102/09/09,"12,099.26"
102/09/10,"12,124.71"
102/09/11,"12,125.37"
102/09/12,"12,149.63"
102/09/13,"12,065.20"
102/09/14,"12,027.21"
102/09/16,"12,193.91"
102/09/17,"12,185.78"
102/09/18,"12,125.82"
102/09/23,"12,249.38"
102/09/24,"12,258.87"
102/09/25,"12,236.39"
102/09/26,"12,089.83"
102/09/27,"12,157.78"
102/09/30,"12,073.87"
102/10/01,"12,095.10"
102/10/02,"12,138.69"
102/10/03,"12,349.21"
102/10/04,"12,357.38"
102/10/07,"12,312.05"
102/10/08,"12,374.08"
102/10/09,"12,328.39"
102/10/11,"12,335.25"
102/10/14,"12,223.85"
102/10/15,"12,362.60"
102/10/16,"12,309.87"
102/10/17,"12,372.67"
102/10/18,"12,470.93"
102/10/21,"12,438.61"
102/10/22,"12,437.07"
102/10/23,"12,400.72"
102/10/24,"12,430.41"
102/10/25,"12,331.28"
102/10/28,"12,421.72"
102/10/29,"12,441.14"
102/10/30,"12,506.29"
102/10/31,"12,484.12"
102/11/01,"12,392.72"
102/11/04,"12,342.42"
102/11/05,"12,206.60"
102/11/06,"12,236.03"
102/11/07,"12,238.63"
102/11/08,"12,158.67"
102/11/11,"12,089.19"
102/11/12,"12,108.03"
102/11/13,"11,973.58"
102/11/14,"12,018.87"
102/11/15,"12,081.23"
102/11/18,"12,102.42"
102/11/19,"12,204.00"
102/11/20,"12,121.64"
102/11/21,"11,966.49"
102/11/22,"11,992.09"
102/11/25,"12,096.60"
102/11/26,"12,185.99"
102/11/27,"12,256.71"
102/11/28,"12,355.03"
102/11/29,"12,420.62"
102/12/02,"12,432.12"
102/12/03,"12,399.53"
102/12/04,"12,437.12"
102/12/05,"12,374.39"
102/12/06,"12,362.84"
102/12/09,"12,476.46"
102/12/10,"12,474.64"
102/12/11,"12,460.42"
102/12/12,"12,353.41"
102/12/13,"12,376.47"
102/12/16,"12,283.49"
102/12/17,"12,341.20"
102/12/18,"12,335.45"
102/12/19,"12,421.68"
102/12/20,"12,423.35"
102/12/23,"12,494.16"
102/12/24,"12,485.35"
102/12/25,"12,510.85"
102/12/26,"12,537.65"
102/12/27,"12,610.27"
102/12/30,"12,740.86"
102/12/31,"12,723.25"
103/01/02,"12,724.76"
103/01/03,"12,627.25"
103/01/06,"12,558.51"
103/01/07,"12,576.67"
103/01/08,"12,641.24"
103/01/09,"12,580.19"
103/01/10,"12,601.86"
103/01/13,"12,656.30"
103/01/14,"12,629.61"
103/01/15,"12,710.01"
103/01/16,"12,724.13"
103/01/17,"12,700.33"
103/01/20,"12,738.09"
103/01/21,"12,706.10"
103/01/22,"12,743.62"
103/01/23,"12,698.99"
103/01/24,"12,703.74"
103/01/27,"12,503.19"
103/02/05,"12,210.52"
103/02/06,"12,279.27"
103/02/07,"12,392.05"
103/02/10,"12,398.85"
103/02/11,"12,455.90"
103/02/12,"12,574.55"
103/02/13,"12,510.77"
103/02/14,"12,578.70"
103/02/17,"12,587.38"
103/02/18,"12,641.57"
103/02/19,"12,672.27"
103/02/20,"12,594.87"
103/02/21,"12,708.98"
103/02/24,"12,648.05"
103/02/25,"12,670.22"
103/02/26,"12,707.52"
103/02/27,"12,764.71"
103/03/03,"12,709.17"
103/03/04,"12,639.07"
103/03/05,"12,754.90"
103/03/06,"12,874.36"
103/03/07,"12,874.61"
103/03/10,"12,802.63"
103/03/11,"12,857.42"
103/03/12,"12,831.42"
103/03/13,"12,924.60"
103/03/14,"12,835.70"
103/03/17,"12,854.13"
103/03/18,"12,901.18"
103/03/19,"12,838.42"
103/03/20,"12,702.29"
103/03/21,"12,672.52"
103/03/24,"12,714.19"
103/03/25,"12,838.18"
103/03/26,"12,909.05"
103/03/27,"12,971.54"
103/03/28,"12,964.26"
103/03/31,"13,074.55"
103/04/01,"13,109.80"
103/04/02,"13,157.54"
103/04/03,"13,132.55"
103/04/07,"13,114.68"
103/04/08,"13,132.12"
103/04/09,"13,194.65"
103/04/10,"13,220.54"
103/04/11,"13,161.37"
103/04/14,"13,086.56"
103/04/15,"13,174.17"
103/04/16,"13,184.68"
103/04/17,"13,214.73"
103/04/18,"13,247.97"
103/04/21,"13,225.12"
103/04/22,"13,259.86"
103/04/23,"13,233.58"
103/04/24,"13,216.64"
103/04/25,"12,963.49"
103/04/28,"13,016.08"
103/04/29,"13,108.27"
103/04/30,"12,989.08"
103/05/02,"13,101.20"
103/05/05,"13,105.79"
103/05/06,"13,168.26"
103/05/07,"13,139.93"
103/05/08,"13,195.79"
103/05/09,"13,134.90"
103/05/12,"13,015.09"
103/05/13,"13,028.88"
103/05/14,"13,113.43"
103/05/15,"13,121.71"
103/05/16,"13,133.24"
103/05/19,"13,150.15"
103/05/20,"13,132.26"
103/05/21,"13,095.15"
103/05/22,"13,253.58"
103/05/23,"13,310.60"
103/05/26,"13,351.82"
103/05/27,"13,380.30"
103/05/28,"13,478.45"
103/05/29,"13,459.67"
103/05/30,"13,410.77"
103/06/03,"13,481.03"
103/06/04,"13,475.99"
103/06/05,"13,506.67"
103/06/06,"13,497.41"
103/06/09,"13,539.20"
103/06/10,"13,627.81"
103/06/11,"13,638.78"
103/06/12,"13,601.71"
103/06/13,"13,589.51"
103/06/16,"13,599.18"
103/06/17,"13,655.75"
103/06/18,"13,715.55"
103/06/19,"13,770.13"
103/06/20,"13,706.67"
103/06/23,"13,647.54"
