,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,0.0359,0.0398,0.04698000000000001,0.052090000000000004,0.052129999999999996,0.05220999999999999,0.05554999999999999,0.05576999999999999,0.056,0.05497,0.05358579546561894,0.05227522073185656,0.05103633925386395,0.04986721448679218,0.04876590988579233,0.04773048890601549,0.04675901500261273,0.04584955163073512,0.04500016224553377,0.04420891030215974,0.043473859255764115,0.04279307256149796,0.04216461367451237,0.041586546049958435,0.041056933142987216,0.0405738384087498,0.04013532530239726,0.039739457279080674,0.039384297793951153,0.03906791030215974,0.03878835825885752,0.038543705119195595,0.038332014338325025,0.0381513493713969,0.03799977367356229,0.037875350699972284,0.037776143905777965,0.037700216746130395,0.037645632676180665,0.037610455151079865,0.037592747625979056,0.037590573556029336,0.037601996396381766,0.03762507960218745,0.03765788662859744,0.03769848093076283,0.037744925963834705,0.03779528518296413,0.037847622043302206,0.037899999999999996,0.037950482508208594,0.03799713302307905,0.038038014999762476,0.03807119189340994,0.03809472715917253,0.0381066842522013,0.038105126627647354,0.03808811774066177,0.03805372104639562,0.038
1,0.0471,0.049100000000000005,0.05081999999999999,0.05174,0.05372999999999999,0.0549,0.055979999999999995,0.057449999999999994,0.05895000000000001,0.05887000000000001,0.058356202320569345,0.05782488028541964,0.05727737507923089,0.056715027886683055,0.056139179892456065,0.055551172281229924,0.05495234623768457,0.054344042946500005,0.05372760359235617,0.05310436935993304,0.052475681433910584,0.051842880998968756,0.05120730923978753,0.05057030734104687,0.04993321648742677,0.04929737786360715,0.048664132654268,0.048034822044089286,0.04741078721775098,0.04679336935993303,0.04618390965531542,0.045583749288578126,0.04499422944440109,0.044416691307464284,0.04385247606244768,0.043302924894031244,0.04276937898689495,0.04225317952571875,0.04175566769518261,0.041278184679966516,0.04082207166475041,0.04038866983421428,0.03997932037303808,0.03959536446590178,0.039238143297485345,0.03890899805246874,0.03860926991553194,0.0383403000713549,0.03810342970461761,0.037899999999999996,0.037731352142182054,0.03759882731584374,0.037503766705665034,0.037447511496325886,0.03743140287250628,0.037456782018886164,0.0375249901201455,0.037637368360964284,0.03779525792602245,0.038
2,0.048,0.048799999999999996,0.05012,0.05011000000000001,0.051689999999999986,0.05503999999999999,0.05678,0.05792,0.059109999999999996,0.06065,0.062113714776327336,0.06337441690426066,0.06443990509581356,0.06531797806299963,0.06601643451783241,0.06654307317232558,0.06690569273849263,0.06711209192834719,0.06717006945390287,0.06708742402717323,0.06687195436017186,0.06653145916491231,0.06607373715340824,0.06550658703767316,0.06483780752972072,0.06407519734156447,0.063226555185218,0.06229967977269491,0.06130236981600881,0.060242424027173225,0.05912764111820176,0.057965819801108064,0.05676475878790565,0.05553225679060813,0.05427611252122907,0.053004124691782104,0.05172409201428079,0.0504438132007387,0.04917108696316944,0.04791371201358661,0.046679487064003766,0.045476210826434514,0.044311682012892435,0.04319369933539112,0.042130061505944144,0.04112856723656509,0.040197015239267574,0.03934320422606516,0.038574932908971446,0.0379,0.03732620421116442,0.0368613442544783,0.036513218841955214,0.036289626685608756,0.03619836649745251,0.03624723698950007,0.036444036873765,0.03679656486226091,0.037312619667001376,0.038
3,0.049699999999999994,0.05040000000000001,0.052730000000000006,0.05571,0.05832999999999999,0.05904,0.06046999999999999,0.06122999999999999,0.062020000000000006,0.06309000000000001,0.0640778555667444,0.06489857992019023,0.0655588186194168,0.06606521722350334,0.06642442129152908,0.06664307638257333,0.06672782805571535,0.06668532187003436,0.06652220338460967,0.0662451181585205,0.06586071175084614,0.06537562972066581,0.0647965176270588,0.06413002102910438,0.0633827854858818,0.0625614565564703,0.061672679799949164,0.06072310077539764,0.059719365041895005,0.058668118158520494,0.05757600568435338,0.05644967317847293,0.0552957661999584,0.05412093030788905,0.052931811061344126,0.05173505401940291,0.050537304741144665,0.049345208785648624,0.04816541171199406,0.047004559079260246,0.045869296446526424,0.04476626937287186,0.043702123417375824,0.04268350413911757,0.04171705709717635,0.040809427850631436,0.03996726195856208,0.03919720498004754,0.0385059024741671,0.037899999999999996,0.0373861431166255,0.03697097738312285,0.03666114835857133,0.03646330160205019,0.03638408267263871,0.03643013712941612,0.03660811053146168,0.03692464843785469,0.03738639640767437,0.038
4,0.0506,0.051100000000000007,0.052620000000000014,0.05529,0.05748999999999999,0.05942,0.060599999999999994,0.0616,0.06262000000000001,0.06254,0.062132467656871276,0.06168653518171972,0.061204390165304795,0.06068822019838585,0.0601402128717223,0.05956255577607356,0.058957436502199055,0.058327042640858175,0.057673561782810336,0.056999181518814925,0.056306089439631384,0.055596473136019085,0.05487252019873746,0.054136418218545895,0.05339035478620384,0.05263651749247064,0.051877093928105744,0.05111427168386857,0.050350238350518495,0.04958718151881493,0.04882728877951729,0.048072747723385,0.04732574594117744,0.04658847102365402,0.045863110561574154,0.045151852145697266,0.04445688336678275,0.04378039181558999,0.04312456508287843,0.04249159075940746,0.04188365643593649,0.04130294970322493,0.04075165815203218,0.04023196937311766,0.03974607095724077,0.0392961504951609,0.03888439557763749,0.038512993795429926,0.03818413273929763,0.037899999999999996,0.03766278316829644,0.03747466983494636,0.037337847590709176,0.03725450402634428,0.0372268267326111,0.03725700330026903,0.037347221320077464,0.037499668382795844,0.037716532079183546,0.038
5,0.0469,0.0489,0.051129999999999995,0.05328,0.055369999999999996,0.05631,0.05863999999999999,0.059969999999999996,0.06135000000000001,0.06176,0.06181472189739379,0.061791334987803516,0.06169336923009073,0.061524354583116926,0.06128782100574362,0.060987298456832345,0.06062631689524461,0.06020840627984194,0.059737096569485865,0.05921591772303788,0.05864839969935953,0.05803807245731231,0.05738846595575775,0.05670311015355736,0.055985535009572686,0.05523927048266522,0.054467846531696486,0.053674793115527995,0.0528636401930213,0.05203791772303788,0.05120115566443926,0.050356883976087,0.04950863261684257,0.04865993154556751,0.04781431072112333,0.04697530010237157,0.04614642964817374,0.04533122931739133,0.04453322906888589,0.04375595886151894,0.043002948654151975,0.04227772840564654,0.04158382807486414,0.0409247776206663,0.04030410700191453,0.03972534617747035,0.039192025106195294,0.03870767374695087,0.0382758220585986,0.03789999999999999,0.03758373753001658,0.03733056460750987,0.0371440111913414,0.03702760724037266,0.0369848827134652,0.037019367569480516,0.03713459176728013,0.037334085265725576,0.037621378023678355,0.038
6,0.0493,0.0508,0.051609999999999996,0.05305,0.05461999999999999,0.05732,0.05815999999999999,0.0588,0.05947,0.06003,0.0604772543132081,0.060815938657552665,0.061050573721615216,0.06118568019397723,0.061225778763220204,0.06117539011792565,0.06103903494667508,0.06082123393804997,0.060526507780631865,0.06015937716300221,0.059724362773742545,0.059225985301434345,0.05866876543465914,0.0580572238619984,0.057395881272033676,0.056689258353346414,0.05594187579451813,0.05515825428413033,0.054342914510764534,0.05350037716300221,0.05263516292942487,0.05175179249861404,0.05085478655915119,0.049948665799617833,0.049037950908595467,0.04812716257466561,0.04722082148640974,0.04632344833240936,0.045439563801245975,0.044573688581501104,0.04373034336175622,0.04291404883059284,0.042129325676592465,0.0413806945883366,0.04067267625440673,0.04000979136338436,0.03939656060385101,0.038837504664388164,0.03833714423357733,0.037899999999999996,0.03753059265223768,0.03723344287887187,0.037013071368484085,0.036873998809655806,0.036820745890968544,0.0368578333010038,0.03698978172834306,0.03722111186156786,0.037556344389259665,0.038
7,0.0495,0.051100000000000007,0.05313,0.05506999999999999,0.05484,0.05745,0.05761999999999999,0.05887,0.060140000000000006,0.06146,0.06268094652531367,0.06371851292744332,0.06457984886580917,0.06527210399983133,0.06580242798892989,0.06617797049252505,0.0664058811700369,0.06649330968088561,0.06644740568449131,0.06627531884027413,0.06598419880765422,0.06558119524605167,0.06507345781488669,0.06446813617357935,0.06377237998154983,0.06299333889821826,0.06213816258300475,0.06121400069532947,0.06022800289461256,0.05918731884027412,0.05809909819173431,0.05697049060841329,0.05580864574973116,0.054620713275108077,0.05341384284396416,0.05219518411571956,0.05097188674979443,0.04975110040560886,0.04853997474258302,0.04734565942013706,0.04617530409769109,0.04503605843466526,0.0439350720904797,0.04287949472455456,0.04187647599630996,0.04093316556516604,0.040056713090542956,0.03925426823186082,0.0385329806485398,0.037899999999999996,0.03736247594566157,0.03692755814494464,0.03660239625726937,0.03639413994205587,0.0363099388587243,0.03635694266669478,0.03654230102538745,0.036873163594222456,0.03735668003261992,0.038
8,0.0504,0.0509,0.05181,0.053660000000000006,0.05448999999999998,0.05664999999999999,0.05738999999999999,0.05856,0.05977000000000001,0.06133,0.06282949723737188,0.06412064854104267,0.06521145997769179,0.06610993761399855,0.06682408751664229,0.06736191575230238,0.06773142838765815,0.06794063148938893,0.06799753112417412,0.06791013335869302,0.06768644425962499,0.06733446989364936,0.06686221632744552,0.06627768962769277,0.06558889586107049,0.06480384109425799,0.06393053139393466,0.06297697282677982,0.06195117145947282,0.060861133358693004,0.05971486459111972,0.05852037122343234,0.057285659322310174,0.05601873495443259,0.0547276041864789,0.053420273085128506,0.05210474771706072,0.050789034148954894,0.049481138447490365,0.048189066679346505,0.04692082491120263,0.04568441920973811,0.04448785564163228,0.043339140273564496,0.04224627917221409,0.04121727840426041,0.040260144036382825,0.03938288213526066,0.03859349876757327,0.037899999999999996,0.03731039189922018,0.03683268053191319,0.03647487196475835,0.03624497226443501,0.03615098749762253,0.03620092373100024,0.03640278703124749,0.036764583465043646,0.037294319099068024,0.038
9,0.05,0.050499999999999996,0.05140999999999999,0.053259999999999995,0.055779999999999996,0.056499999999999995,0.05724999999999999,0.05843,0.05964000000000001,0.06095,0.06214427187621648,0.06315914882492815,0.0640016254988076,0.06467869655052744,0.06519735663276019,0.06556460039817849,0.06578742249945486,0.0658728175892619,0.06582778032027224,0.0656593053451584,0.06537438731659298,0.06498002088724854,0.06448320070979768,0.06389092143691298,0.06321017772126701,0.06244796421553235,0.061611275572381566,0.06070710644448726,0.05974245148452203,0.05872430534515839,0.05765966267906897,0.056555518138926356,0.0554188663774031,0.0542567020471718,0.05307601980090499,0.05188381429127531,0.05068708017095532,0.04949281209261757,0.04830800470893467,0.0471396526725792,0.04599475063622372,0.04488029325254082,0.043803275174203085,0.042770691053883085,0.041789535544253395,0.04086680329798661,0.040009488967755295,0.03922458720623204,0.03851909266608941,0.037899999999999996,0.03737430386063638,0.036948998900671125,0.03663107977277683,0.03642754112962606,0.0363453776238914,0.03639158390824543,0.03657315463536072,0.03689708445790986,0.03737036802856542,0.038
