,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0359,0.03980000000000001,0.04698000000000001,0.05209,0.052129999999999996,0.05221,0.05554999999999999,0.055769999999999986,0.055999999999999994,0.05497,0.05357163683332397,0.052230495695082695,0.050946598583461185,0.04971996749664444,0.048550624432817505,0.047438591390165374,0.04638389036687309,0.04538654336112563,0.044446572371108044,0.04356399939500533,0.04273884643100252,0.04197113547728461,0.041260888532036626,0.04060812759344359,0.0400128746596905,0.03947515172896239,0.03899498079944427,0.03857238386932115,0.03820738293677806,0.0379,0.037650257057171996,0.03745817610647906,0.03732377914610621,0.03724708817423847,0.03722812518906084,0.037266912188758335,0.03736347117151599,0.0375178241355188,0.0377299930789518,0.038
1,0.0471,0.0491,0.05082,0.05174000000000001,0.05373,0.054900000000000004,0.05598,0.057449999999999994,0.05895,0.058870000000000006,0.05826859002091381,0.05754710697110909,0.056717719344461515,0.05579259563484674,0.0547839043361404,0.053703813942218154,0.05256449294695566,0.051378109844228546,0.05015683312791247,0.048912831291883084,0.047658272830016044,0.046405326236187,0.04516616000427157,0.04395294262814544,0.04277784260168424,0.04165302841876363,0.040590668573259256,0.03960293155904675,0.038701985870001794,0.03790000000000001,0.03720914244291705,0.03664158169262858,0.036209486243010236,0.03592502458793768,0.035800365221286545,0.03584767663693248,0.036079127328751154,0.03650688579061819,0.03714312051640926,0.038
2,0.048,0.048799999999999996,0.05012,0.05011000000000001,0.051689999999999986,0.05503999999999999,0.05678,0.05791999999999999,0.05911,0.06065,0.0618990391946375,0.0626934546428214,0.06306714786028282,0.06305402036275282,0.06268797366596245,0.06200290928564282,0.061032728737525015,0.0598113335373401,0.05837262520081915,0.056750505243693274,0.05497887518169352,0.05309163653055099,0.05112269080599676,0.04910593952376189,0.04707528419957747,0.04506462634917459,0.043107867488284324,0.041238909132637745,0.03949165279796596,0.0379,0.03649785225447099,0.035319111077109985,0.03439767798364808,0.03376745448981634,0.033462342111345855,0.033516242363967705,0.03396305676341296,0.03483668682541271,0.03617103406569803,0.038
3,0.049699999999999994,0.05040000000000001,0.052730000000000006,0.055709999999999996,0.05832999999999999,0.05903999999999999,0.060469999999999996,0.06122999999999999,0.062020000000000006,0.06309000000000001,0.06387762522515558,0.06426348208159133,0.06427861748645959,0.06395407835691266,0.0633209116101029,0.06241016416318265,0.06125288293330421,0.05988011483761992,0.05832290679328211,0.0566123057174431,0.05477935852725524,0.05285511213987085,0.05087061347244225,0.04885690944212177,0.04684504696606175,0.04486607296141451,0.0429510343453324,0.04113097803496771,0.03943695094747281,0.0379,0.03655117210970162,0.03542151419373001,0.03454207316923749,0.03394389595337639,0.03365802946329903,0.03371552061615775,0.03414741632910489,0.03498476351929274,0.03625860910387367,0.038
4,0.0506,0.051100000000000007,0.052620000000000014,0.055290000000000006,0.05749,0.05942,0.06059999999999999,0.0616,0.06262000000000001,0.06254,0.06201792626939334,0.06132334678683937,0.0604725576641645,0.05948185501319515,0.058367534945757756,0.057145893573678726,0.05583322700878453,0.05444583136290154,0.0530000027478562,0.05151203727547493,0.049998231057584185,0.048474880206010346,0.04695828083257988,0.04546472904911917,0.044010520967454655,0.04261195269941277,0.04128532035681995,0.04004692005150259,0.038913047895287135,0.0379,0.03702407247746762,0.036301561439516405,0.035748762997972805,0.03538197326466322,0.035217488351414084,0.03527160437005182,0.035560617432402866,0.036100823650293615,0.036908519135550516,0.038
5,0.0469,0.0489,0.05113000000000001,0.05328,0.055369999999999996,0.05631,0.05863999999999999,0.05996999999999999,0.06135000000000001,0.06176,0.061677205214990205,0.061355231318893144,0.06081446421241652,0.06007528979626804,0.059158093971155394,0.05808326263778627,0.056871181696868396,0.05554223704910943,0.05411681459521708,0.052615300235899075,0.05105807987186309,0.049465539403816816,0.047858064732467946,0.04625604175852419,0.044679856382693235,0.043149894505682795,0.04168654202820056,0.0403101848509542,0.03904120887465146,0.03790000000000001,0.036906944127707536,0.03608242715848176,0.03544683499303038,0.03502055353206107,0.03482396867628154,0.03487746632639949,0.03520143238312262,0.035816252747158606,0.03674231331921517,0.038
6,0.0493,0.0508,0.051609999999999996,0.053050000000000014,0.054619999999999995,0.05732,0.05815999999999999,0.0588,0.05947,0.06003,0.06032623184171339,0.06033695915870616,0.06008515670787539,0.059593799246118115,0.05888586153033141,0.057984318317412326,0.05691214436425794,0.0556923144277653,0.05434780326483146,0.0529015856323535,0.05137663628722847,0.04979592998635343,0.04818244148662544,0.04655914554494156,0.044949016918198845,0.04337503036329436,0.04186016063712519,0.04042738249658835,0.039099670698580946,0.0379,0.03685134515774259,0.035976680928705776,0.03529898206978663,0.03484122333788219,0.03462637948988953,0.034677425282705704,0.03501733547322779,0.03566908481835281,0.03665564807497786,0.038
7,0.0495,0.051100000000000007,0.05313,0.055069999999999994,0.05484,0.05745,0.057620000000000005,0.058870000000000006,0.060140000000000006,0.06146,0.062476085694960735,0.06306870413887553,0.06326994047542818,0.06311187984830247,0.06262660740118216,0.061846208277751065,0.060802767621692955,0.05952837057669159,0.05805510228643078,0.056415047894594304,0.05464029254486595,0.05276292138092949,0.05081501954646871,0.04882867218516738,0.04683596444070931,0.044868981456778256,0.042959808377058026,0.04114053034523237,0.03944323250498511,0.03790000000000001,0.03654291797396084,0.0354040715705514,0.034515545933455474,0.03390942620635685,0.03361779753293928,0.03367274505688658,0.03410635392188252,0.034950709271610876,0.036237896249755444,0.038
8,0.0504,0.0509,0.05181000000000001,0.053660000000000006,0.05448999999999999,0.05665,0.05739,0.05856,0.05977000000000001,0.06133,0.06260887949350484,0.06342083725853515,0.06380070446924892,0.06378331229980407,0.06340349192435853,0.06269607451707031,0.0616958912520973,0.06043777330359746,0.05895655184572874,0.0572870580526491,0.055464123098516484,0.05352257815748883,0.051497254403724095,0.049422983011380206,0.04733459515461513,0.04526692200758681,0.04325479474445319,0.041333044539372206,0.03953650256650184,0.03790000000000001,0.03645836801402466,0.03524643778273376,0.034299040480285245,0.033651007280837066,0.033337169358547164,0.033392357887573484,0.03385140404207399,0.0347491389962066,0.036120393924129295,0.038
9,0.05,0.050499999999999996,0.05141,0.05326,0.05578,0.056499999999999995,0.05724999999999998,0.05843,0.05964000000000001,0.06095,0.061943858066737224,0.06252344633624522,0.0627201543700493,0.06256537172967466,0.06209048797664664,0.06132689267249045,0.06030597537873142,0.05905912565689477,0.05761773306850578,0.05601318717508974,0.05427687753817191,0.052440193719277536,0.05053452527993193,0.04859126178166031,0.046641792785987984,0.0447175078544402,0.04284979654854226,0.04107004842981938,0.039409653059796886,0.0379,0.036572478811954016,0.0354584790571842,0.034589390297215826,0.033996602093574156,0.03371150400778446,0.033765485601372,0.034189936435862066,0.035016246072779894,0.03627580407365079,0.038
